time,vehicle_id,x,y,z,speed,lon,lat
65.3,0_55,297.4,4029.1,61,13.09,9.720171394,52.36435266
65.4,0_55,298.08,4027.98,61,13.1,9.720177503,52.36434652
65.5,0_55,298.75,4026.86,61,13.08,9.720183521,52.36434038
65.6,0_55,299.43,4025.73,61,13.14,9.72018963,52.36433418
65.7,0_55,300.11,4024.61,61,13.15,9.720195738,52.36432803
65.8,0_55,300.78,4023.48,61,13.13,9.720201757,52.36432184
65.9,0_55,301.46,4022.36,61,13.1,9.720207866,52.36431569
66,0_55,302.13,4021.23,61,13.1,9.720213884,52.36430949
66.1,0_55,302.81,4020.11,61,13.11,9.720219993,52.36430335
66.2,0_55,303.48,4018.99,61,13.08,9.720226012,52.36429721
66.3,0_55,304.16,4017.86,61,13.14,9.72023212,52.36429101
66.4,0_55,304.83,4016.75,61,13.05,9.720238139,52.36428492
66.5,0_55,305.51,4015.62,61,13.13,9.720244247,52.36427872
66.6,0_55,306.18,4014.5,61,13.09,9.720250266,52.36427258
66.7,0_55,306.86,4013.37,61,13.16,9.720256375,52.36426638
66.8,0_55,307.53,4012.25,61,13.12,9.720262393,52.36426023
66.9,0_55,308.21,4011.12,61,13.07,9.720268502,52.36425404
67,0_55,308.88,4010,61,13.13,9.720274521,52.36424789
67.1,0_55,309.56,4008.88,61,13.04,9.720280629,52.36424175
67.2,0_55,310.23,4007.76,61,13.07,9.720286648,52.3642356
67.3,0_55,310.9,4006.64,61,13.06,9.720292667,52.36422946
67.4,0_55,311.58,4005.52,61,13.13,9.720298775,52.36422332
67.5,0_55,312.26,4004.39,61,13.16,9.720304884,52.36421712
67.6,0_55,312.93,4003.27,61,13.1,9.720310902,52.36421098
67.7,0_55,313.61,4002.14,61,13.13,9.720317011,52.36420478
67.8,0_55,314.28,4001.02,61,13.05,9.72032303,52.36419863
67.9,0_55,314.95,3999.9,61,13.05,9.720329048,52.36419249
68,0_55,315.63,3998.78,61,13.15,9.720335157,52.36418635
68.1,0_55,316.31,3997.65,61,13.17,9.720341265,52.36418015
68.2,0_55,316.98,3996.53,61,13.08,9.720347284,52.364174
68.3,0_55,317.65,3995.41,61,13.08,9.720353303,52.36416786
68.4,0_55,318.33,3994.29,61,13.08,9.720359411,52.36416172
68.5,0_55,319,3993.16,61,13.1,9.72036543,52.36415552
68.6,0_55,319.68,3992.03,61,13.17,9.720371539,52.36414932
68.7,0_55,320.36,3990.91,61,13.16,9.720377647,52.36414317
68.8,0_55,321.03,3989.79,61,13.05,9.720383666,52.36413703
68.9,0_55,321.7,3988.67,61,13.06,9.720389685,52.36413089
69,0_55,322.38,3987.54,61,13.12,9.720395793,52.36412469
69.1,0_55,323.05,3986.42,61,13.11,9.720401812,52.36411854
69.2,0_55,323.73,3985.3,61,13.08,9.72040792,52.3641124
69.3,0_55,324.4,3984.17,61,13.12,9.720413939,52.3641062
69.4,0_55,325.08,3983.05,61,13.14,9.720420048,52.36410006
69.5,0_55,325.76,3981.92,61,13.12,9.720426156,52.36409386
69.6,0_55,326.43,3980.8,61,13.14,9.720432175,52.36408772
69.7,0_55,327.11,3979.68,61,13.07,9.720438283,52.36408157
69.8,0_55,327.78,3978.55,61,13.13,9.720444302,52.36407537
69.9,0_55,328.45,3977.43,61,13.05,9.720450321,52.36406923
70,0_55,329.13,3976.31,61,13.15,9.720456429,52.36406309
70.1,0_55,329.81,3975.18,61,13.11,9.720462538,52.36405689
70.2,0_55,330.5,3974.08,61,13.05,9.720468736,52.36405085
70.3,0_55,331.27,3973.01,61,13.13,9.720475653,52.36404498
70.4,0_55,332.03,3971.94,61,13.17,9.720482481,52.36403911
70.5,0_55,332.8,3970.88,61,13.08,9.720489398,52.3640333
70.6,0_55,333.56,3969.82,61,13.06,9.720496225,52.36402749
70.7,0_55,334.32,3968.76,61,13.06,9.720503052,52.36402167
70.8,0_55,335.09,3967.69,61,13.13,9.720509969,52.3640158
70.9,0_55,335.86,3966.63,61,13.13,9.720516886,52.36400999
71,0_55,336.62,3965.57,61,13.05,9.720523713,52.36400417
71.1,0_55,337.38,3964.5,61,13.1,9.72053054,52.3639983
71.2,0_55,338.15,3963.44,61,13.12,9.720537457,52.36399249
71.3,0_55,338.91,3962.38,61,13.06,9.720544285,52.36398667
71.4,0_55,339.68,3961.31,61,13.11,9.720551202,52.3639808
71.5,0_55,340.44,3960.25,61,13.11,9.720558029,52.36397499
71.6,0_55,341.21,3959.18,61,13.11,9.720564946,52.36396912
71.7,0_55,341.98,3958.12,61,13.17,9.720571863,52.36396331
71.8,0_55,342.74,3957.06,61,13.05,9.72057869,52.36395749
71.9,0_55,343.51,3955.99,61,13.12,9.720585607,52.36395162
72,0_55,344.27,3954.93,61,13.09,9.720592434,52.36394581
72.1,0_55,345.03,3953.87,61,13.05,9.720599262,52.36393999
72.2,0_55,345.8,3952.8,61,13.14,9.720606179,52.36393412
72.3,0_55,346.56,3951.74,61,13.04,9.720613006,52.36392831
72.4,0_55,347.33,3950.68,61,13.08,9.720619923,52.36392249
72.5,0_55,348.09,3949.61,61,13.16,9.72062675,52.36391662
72.6,0_55,348.86,3948.55,61,13.12,9.720633667,52.36391081
72.7,0_55,349.63,3947.48,61,13.12,9.720640584,52.36390494
72.8,0_55,350.39,3946.42,61,13.14,9.720647411,52.36389912
72.9,0_55,351.16,3945.35,61,13.1,9.720654328,52.36389326
73,0_55,351.93,3944.28,61,13.15,9.720661245,52.36388739
73.1,0_55,352.69,3943.22,61,13.12,9.720668072,52.36388157
73.2,0_55,353.46,3942.15,61,13.11,9.72067499,52.3638757
73.3,0_55,354.22,3941.09,61,13.07,9.720681817,52.36386989
73.4,0_55,354.98,3940.03,61,13.07,9.720688644,52.36386407
73.5,0_55,355.75,3938.97,61,13.15,9.720695561,52.36385826
73.6,0_55,356.52,3937.9,61,13.09,9.720702478,52.36385239
73.7,0_55,357.28,3936.84,61,13.14,9.720709305,52.36384657
73.8,0_55,358.05,3935.78,61,13.04,9.720716222,52.36384076
73.9,0_55,358.82,3934.71,61,13.17,9.720723139,52.36383489
74,0_55,359.58,3933.64,61,13.1,9.720729966,52.36382902
74.1,0_55,360.35,3932.58,61,13.16,9.720736883,52.36382321
74.2,0_55,361.12,3931.51,61,13.14,9.7207438,52.36381734
74.3,0_55,361.88,3930.45,61,13.05,9.720750628,52.36381152
74.4,0_55,362.65,3929.38,61,13.17,9.720757545,52.36380565
74.5,0_55,363.41,3928.32,61,13.08,9.720764372,52.36379984
74.6,0_55,364.17,3927.26,61,13.08,9.720771199,52.36379402
74.7,0_55,364.94,3926.2,61,13.04,9.720778116,52.36378821
74.8,0_55,365.7,3925.13,61,13.13,9.720784943,52.36378234
74.9,0_55,366.47,3924.07,61,13.06,9.72079186,52.36377652
75,0_55,367.23,3923.01,61,13.07,9.720798688,52.36377071
75.1,0_55,368,3921.94,61,13.12,9.720805605,52.36376484
75.2,0_55,368.76,3920.88,61,13.15,9.720812432,52.36375902
75.3,0_55,369.53,3919.81,61,13.14,9.720819349,52.36375316
75.4,0_55,370.3,3918.74,61,13.11,9.720826266,52.36374729
75.5,0_55,371.06,3917.68,61,13.1,9.720833093,52.36374147
75.6,0_55,371.83,3916.61,56,13.17,9.72084001,52.3637356
75.7,0_55,372.59,3915.55,56,13.07,9.720846837,52.36372979
75.8,0_55,373.36,3914.48,56,13.15,9.720853754,52.36372392
75.9,0_55,374.13,3913.42,56,13.08,9.720860671,52.3637181
76,0_55,374.89,3912.35,56,13.15,9.720867498,52.36371223
76.1,0_55,375.66,3911.29,56,13.13,9.720874416,52.36370642
76.2,0_55,376.43,3910.22,56,13.14,9.720881333,52.36370055
76.3,0_55,377.19,3909.16,56,13.09,9.72088816,52.36369473
76.4,0_55,377.96,3908.1,56,13.09,9.720895077,52.36368892
76.5,0_55,378.73,3907.03,56,13.17,9.720901994,52.36368305
76.6,0_55,379.49,3905.96,56,13.15,9.720908821,52.36367718
76.7,0_55,380.26,3904.89,56,13.13,9.720915738,52.36367131
76.8,0_55,381.03,3903.83,56,13.13,9.720922655,52.3636655
76.9,0_55,381.79,3902.76,56,13.14,9.720929482,52.36365963
77,0_55,382.56,3901.7,56,13.07,9.720936399,52.36365381
77.1,0_55,383.32,3900.63,56,13.16,9.720943226,52.36364794
77.2,0_55,384.09,3899.57,56,13.07,9.720950143,52.36364213
77.3,0_55,384.85,3898.51,56,13.12,9.720956971,52.36363631
77.4,0_55,385.62,3897.44,56,13.15,9.720963888,52.36363044
77.5,0_55,386.39,3896.37,56,13.14,9.720970805,52.36362457
77.6,0_55,387.16,3895.3,56,13.14,9.720977722,52.3636187
77.7,0_55,387.92,3894.24,56,13.16,9.720984549,52.36361289
77.8,0_55,388.69,3893.17,56,13.11,9.720991466,52.36360702
77.9,0_55,389.46,3892.11,56,13.15,9.720998383,52.36360121
78,0_55,390.22,3891.05,56,13.05,9.72100521,52.36359539
78.1,0_55,390.99,3889.98,56,13.14,9.721012127,52.36358952
78.2,0_55,391.75,3888.92,56,13.1,9.721018954,52.36358371
78.3,0_55,392.51,3887.86,56,13.05,9.721025782,52.36357789
78.4,0_55,393.28,3886.79,56,13.13,9.721032699,52.36357202
78.5,0_55,394.05,3885.72,56,13.13,9.721039616,52.36356615
78.6,0_55,394.82,3884.66,56,13.16,9.721046533,52.36356034
78.7,0_55,395.58,3883.59,56,13.13,9.72105336,52.36355447
78.8,0_55,396.35,3882.52,56,13.14,9.721060277,52.3635486
78.9,0_55,397.12,3881.46,56,13.09,9.721067194,52.36354278
79,0_55,397.88,3880.39,56,13.17,9.721074021,52.36353692
79.1,0_55,398.65,3879.32,56,13.17,9.721080938,52.36353105
79.2,0_55,399.42,3878.26,56,13.08,9.721087855,52.36352523
79.3,0_55,400.18,3877.2,56,13.06,9.721094682,52.36351942
79.4,0_55,400.95,3876.13,56,13.14,9.721101599,52.36351355
79.5,0_55,401.71,3875.07,56,13.12,9.721108427,52.36350773
79.6,0_55,402.48,3874.01,56,13.07,9.721115344,52.36350192
79.7,0_55,403.24,3872.95,56,13.06,9.721122171,52.3634961
79.8,0_55,404.01,3871.88,56,13.13,9.721129088,52.36349023
79.9,0_55,404.77,3870.81,56,13.13,9.721135915,52.36348436
80,0_55,405.54,3869.74,56,13.17,9.721142832,52.36347849
80.1,0_55,406.3,3868.68,56,13.06,9.721149659,52.36347268
80.2,0_55,407.07,3867.63,56,13.05,9.721156576,52.36346692
80.3,0_55,407.83,3866.56,56,13.13,9.721163404,52.36346105
80.4,0_55,408.59,3865.5,56,13.05,9.721170231,52.36345524
80.5,0_55,409.36,3864.44,56,13.06,9.721177148,52.36344942
80.6,0_55,410.12,3863.38,56,13.06,9.721183975,52.36344361
80.7,0_55,410.89,3862.31,56,13.16,9.721190892,52.36343774
80.8,0_55,411.65,3861.25,56,13.08,9.721197719,52.36343192
80.9,0_55,412.42,3860.18,56,13.17,9.721204636,52.36342605
81,0_55,413.19,3859.11,56,13.15,9.721211553,52.36342018
81.1,0_55,413.95,3858.05,56,13.07,9.72121838,52.36341437
81.2,0_55,414.72,3856.99,56,13.07,9.721225297,52.36340855
81.3,0_55,415.48,3855.92,56,13.13,9.721232125,52.36340268
81.4,0_55,416.25,3854.86,56,13.12,9.721239042,52.36339687
81.5,0_55,417.02,3853.79,56,13.15,9.721245959,52.363391
81.6,0_55,417.78,3852.73,56,13.08,9.721252786,52.36338518
81.7,0_55,418.54,3851.67,56,13.08,9.721259613,52.36337937
81.8,0_55,419.31,3850.6,56,13.13,9.72126653,52.3633735
81.9,0_55,420.08,3849.54,56,13.11,9.721273447,52.36336769
82,0_55,420.84,3848.47,56,13.16,9.721280274,52.36336182
82.1,0_55,421.61,3847.41,56,13.11,9.721287191,52.363356
82.2,0_55,422.37,3846.34,56,13.09,9.721294019,52.36335013
82.3,0_55,423.14,3845.28,56,13.06,9.721300936,52.36334432
82.4,0_55,423.9,3844.22,56,13.05,9.721307763,52.3633385
82.5,0_55,424.66,3843.16,56,13.05,9.72131459,52.36333269
82.6,0_55,425.43,3842.1,56,13.16,9.721321507,52.36332687
82.7,0_55,426.19,3841.03,56,13.07,9.721328334,52.363321
82.8,0_55,426.96,3839.97,56,13.17,9.721335251,52.36331519
82.9,0_55,427.72,3838.89,56,13.17,9.721342078,52.36330926
83,0_55,428.45,3837.81,56,13.05,9.721348636,52.36330334
83.1,0_55,429.19,3836.73,56,13.08,9.721355284,52.36329742
83.2,0_55,429.93,3835.65,56,13.06,9.721361931,52.36329149
83.3,0_55,430.68,3834.57,56,13.16,9.721368669,52.36328557
83.4,0_55,431.42,3833.49,56,13.07,9.721375316,52.36327964
83.5,0_55,432.16,3832.41,56,13.11,9.721381964,52.36327372
83.6,0_55,432.9,3831.33,56,13.11,9.721388611,52.36326779
83.7,0_55,433.64,3830.25,56,13.14,9.721395259,52.36326187
83.8,0_55,434.39,3829.16,56,13.16,9.721401996,52.36325589
83.9,0_55,435.13,3828.08,56,13.15,9.721408644,52.36324996
84,0_55,435.87,3827,56,13.1,9.721415291,52.36324404
84.1,0_55,436.61,3825.92,56,13.08,9.721421939,52.36323812
84.2,0_55,437.36,3824.83,56,13.15,9.721428676,52.36323214
84.3,0_55,438.1,3823.75,56,13.1,9.721435324,52.36322621
84.4,0_55,438.84,3822.67,56,13.12,9.721441971,52.36322029
84.5,0_55,439.58,3821.59,56,13.15,9.721448619,52.36321436
84.6,0_55,440.32,3820.51,56,13.09,9.721455266,52.36320844
84.7,0_55,441.06,3819.43,56,13.08,9.721461914,52.36320251
84.8,0_55,441.81,3818.34,56,13.16,9.721468651,52.36319654
84.9,0_55,442.55,3817.27,56,13.06,9.721475299,52.36319067
85,0_55,443.29,3816.19,56,13.1,9.721481946,52.36318474
85.1,0_55,444.03,3815.11,56,13.09,9.721488594,52.36317882
85.2,0_55,444.77,3814.03,56,13.08,9.721495241,52.36317289
85.3,0_55,445.51,3812.95,56,13.08,9.721501889,52.36316697
85.4,0_55,446.25,3811.87,56,13.17,9.721508536,52.36316104
85.5,0_55,447,3810.79,56,13.1,9.721515274,52.36315512
85.6,0_55,447.74,3809.7,56,13.11,9.721521921,52.36314914
85.7,0_55,448.48,3808.62,56,13.17,9.721528569,52.36314322
85.8,0_55,449.23,3807.53,56,13.16,9.721535306,52.36313724
85.9,0_55,449.97,3806.45,56,13.11,9.721541954,52.36313131
86,0_55,450.71,3805.37,56,13.09,9.721548601,52.36312539
86.1,0_55,451.45,3804.29,56,13.1,9.721555249,52.36311946
86.2,0_55,452.19,3803.21,56,13.15,9.721561896,52.36311354
86.3,0_55,452.93,3802.13,56,13.05,9.721568544,52.36310761
86.4,0_55,453.67,3801.06,56,13.07,9.721575191,52.36310174
86.5,0_55,454.41,3799.98,56,13.09,9.721581839,52.36309582
86.6,0_55,455.15,3798.9,56,13.07,9.721588486,52.3630899
86.7,0_55,455.89,3797.82,56,13.07,9.721595134,52.36308397
86.8,0_55,456.63,3796.74,56,13.07,9.721601781,52.36307805
86.9,0_55,457.37,3795.66,56,13.15,9.721608429,52.36307212
87,0_55,458.12,3794.57,56,13.17,9.721615166,52.36306614
87.1,0_55,458.86,3793.49,56,13.1,9.721621814,52.36306022
87.2,0_55,459.6,3792.41,56,13.08,9.721628461,52.36305429
87.3,0_55,460.34,3791.33,56,13.12,9.721635109,52.36304837
87.4,0_55,461.08,3790.26,56,13.06,9.721641756,52.3630425
87.5,0_55,461.82,3789.18,56,13.1,9.721648404,52.36303657
87.6,0_55,462.56,3788.1,56,13.06,9.721655051,52.36303065
87.7,0_55,463.3,3787.02,56,13.1,9.721661699,52.36302473
87.8,0_55,464.04,3785.94,56,13.06,9.721668347,52.3630188
87.9,0_55,464.78,3784.86,56,13.12,9.721674994,52.36301288
88,0_55,465.53,3783.78,56,13.13,9.721681731,52.36300695
88.1,0_55,466.27,3782.7,56,13.08,9.721688379,52.36300103
88.2,0_55,467.01,3781.61,56,13.14,9.721695027,52.36299505
88.3,0_55,467.75,3780.53,56,13.13,9.721701674,52.36298912
88.4,0_55,468.49,3779.45,56,13.09,9.721708322,52.3629832
88.5,0_55,469.24,3778.37,56,13.15,9.721715059,52.36297728
88.6,0_55,469.98,3777.28,56,13.14,9.721721706,52.3629713
88.7,0_55,470.72,3776.21,56,13.04,9.721728354,52.36296543
88.8,0_55,471.46,3775.13,56,13.07,9.721735002,52.3629595
88.9,0_55,472.2,3774.05,56,13.14,9.721741649,52.36295358
89,0_55,472.95,3772.96,56,13.16,9.721748386,52.3629476
89.1,0_55,473.69,3771.88,56,13.13,9.721755034,52.36294167
89.2,0_55,474.43,3770.8,56,13.07,9.721761682,52.36293575
89.3,0_55,475.17,3769.72,56,13.16,9.721768329,52.36292982
89.4,0_55,475.92,3768.63,56,13.12,9.721775066,52.36292385
89.5,0_55,476.65,3767.56,56,13.06,9.721781624,52.36291798
89.6,0_55,477.39,3766.48,56,13.05,9.721788272,52.36291205
89.7,0_55,478.14,3765.4,56,13.15,9.721795009,52.36290613
89.8,0_55,478.88,3764.32,56,13.07,9.721801657,52.3629002
89.9,0_55,479.62,3763.24,56,13.09,9.721808304,52.36289428
90,0_55,480.36,3762.16,56,13.13,9.721814952,52.36288835
90.1,0_55,481.1,3761.08,56,13.11,9.721821599,52.36288243
90.2,0_55,481.85,3759.99,56,13.16,9.721828337,52.36287645
90.3,0_55,482.59,3758.91,56,13.09,9.721834984,52.36287052
90.4,0_55,483.33,3757.83,56,13.11,9.721841632,52.3628646
90.5,0_55,484.07,3756.75,56,13.09,9.721848279,52.36285868
90.6,0_55,484.81,3755.68,56,13.05,9.721854927,52.36285281
90.7,0_55,485.55,3754.59,56,13.12,9.721861574,52.36284683
90.8,0_55,486.29,3753.52,56,13.04,9.721868222,52.36284096
90.9,0_55,487.03,3752.44,56,13.15,9.721874869,52.36283503
91,0_55,487.56,3751.16,56,13.05,9.72187963,52.36282801
91.1,0_55,488,3749.8,56,13.17,9.721883583,52.36282055
91.2,0_55,487.78,3748.43,56,13.06,9.721881607,52.36281304
91.3,0_55,487.44,3747.05,56,13.08,9.721878552,52.36280547
91.4,0_55,487.11,3745.67,56,13.1,9.721875588,52.3627979
91.5,0_55,487.39,3744.32,56,13.07,9.721878103,52.36279049
91.6,0_55,487.87,3742.98,56,13.09,9.721882415,52.36278314
91.7,0_55,488.6,3741.89,56,13.07,9.721888973,52.36277716
91.8,0_55,489.37,3740.83,56,13.14,9.72189589,52.36277134
91.9,0_55,490.14,3739.77,56,13.12,9.721902807,52.36276553
92,0_55,490.91,3738.7,56,13.17,9.721909724,52.36275966
92.1,0_55,491.68,3737.65,56,13.07,9.721916641,52.3627539
92.2,0_55,492.44,3736.59,56,13.1,9.721923468,52.36274809
92.3,0_55,493.21,3735.52,56,13.15,9.721930385,52.36274222
92.4,0_55,493.98,3734.46,56,13.16,9.721937302,52.3627364
92.5,0_55,494.75,3733.4,56,13.1,9.721944219,52.36273059
92.6,0_55,495.51,3732.34,56,13.09,9.721951046,52.36272477
92.7,0_55,496.28,3731.27,56,13.16,9.721957963,52.3627189
92.8,0_55,497.05,3730.21,56,13.13,9.72196488,52.36271309
92.9,0_55,497.82,3729.15,56,13.12,9.721971797,52.36270727
